Folder	BrexitPartyManifesto2019	BrexitPartyManifesto2019_Rel_Freq	ConsManifesto2019	ConsManifesto2019_Rel_Freq	GreenManifesto2019	GreenManifesto2019_Rel_Freq	LabourManifesto2019	LabourManifesto2019_Rel_Freq	LibdemManifesto2019	LibdemManifesto2019_Rel_Freq	PlaidCymruManifesto2019	PlaidCymruManifesto2019_Rel_Freq	SNPManifesto2019	SNPManifesto2019_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
four_million	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
four_times	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
foursome	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
fox	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
foxes	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
foxhunting	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
fracking	0	0.00	2 	0.01	1 	0.00	1 	0.00	3 	0.01	1 	0.01	2 	0.01	10	0.01	6	1.88	0.20	0.20	
fracking.	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
fraction	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
fracturing	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
fragmentation	0	0.00	0	0.00	0	0.00	3 	0.01	1 	0.00	0	0.00	0	0.00	4	0.00	2	8.86	0.62	0.63	
fragmented	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	3.85	0.62	0.63	
framework	0	0.00	2 	0.01	2 	0.01	1 	0.00	4 	0.02	2 	0.01	3 	0.01	14	0.01	6	2.54	0.16	0.17	
framework_work	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
frameworks	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
franchise	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.00	1 	0.01	3 	0.01	7	0.01	4	7.34	0.39	0.39	
franchises	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.09	0.83	0.84	
franchising	0	0.00	1 	0.00	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	4	0.00	2	9.06	0.65	0.66	
fraud	2 	0.11	3 	0.01	0	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	8	0.01	4	17.26	0.52	0.53	
free	8 	0.42	18 	0.09	15 	0.07	33 	0.13	30 	0.11	12 	0.07	11 	0.05	127	0.10	7	24.11	0.16	0.17	
free-atthe-point-of-use	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
free-market	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
free-to-air	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
free_of_charge	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
free_trade	0	0.00	9 	0.04	0	0.00	0	0.00	2 	0.01	1 	0.01	1 	0.00	13	0.01	4	24.06	0.54	0.55	
freed	2 	0.11	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	16.77	0.82	0.83	
freedom	1 	0.05	11 	0.05	2 	0.01	6 	0.02	9 	0.03	2 	0.01	7 	0.03	38	0.03	7	11.06	0.22	0.22	
freedoms	0	0.00	5 	0.02	0	0.00	1 	0.00	2 	0.01	1 	0.01	0	0.00	9	0.01	4	12.28	0.43	0.44	
freehold	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
freeholders	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
freeing	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	3	0.00	2	8.03	0.70	0.71	
freelance_work	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
freelancers	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
freely	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.01	2 	0.01	5	0.00	3	8.07	0.55	0.55	
freemovement	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
freeports	1 	0.05	4 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	5	0.00	2	18.66	0.84	0.85	
freeze	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.00	0	0.00	11 	0.05	14	0.01	3	33.08	0.63	0.64	
freezing	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
freight	0	0.00	0	0.00	4 	0.02	2 	0.01	1 	0.00	0	0.00	0	0.00	7	0.01	3	10.78	0.50	0.51	
french	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
frequencies	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
frequency	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.56	0.68	0.69	
frequent	0	0.00	2 	0.01	2 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	5	0.00	3	7.47	0.49	0.50	
fresh	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	2 	0.01	4	0.00	3	7.00	0.57	0.57	
friction	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
frictionless	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	8.30	0.87	0.89	
fridges	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
friendly	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	4 	0.02	0	0.00	6	0.00	3	13.52	0.56	0.57	
friends	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	3	0.00	2	7.90	0.72	0.73	
frigates	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2	0.00	1	7.39	0.84	0.85	
from	8 	0.42	71 	0.35	125 	0.55	72 	0.29	114 	0.44	53 	0.32	91 	0.43	534	0.40	7	25.44	0.09	0.10	
froman	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
fromblack	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
fromexploitative	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
frommaternity	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
fromsubstances	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
front	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.74	0.69	0.70	
front_line	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	6.52	0.80	0.82	
frontiers	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
frontline	0	0.00	2 	0.01	1 	0.00	3 	0.01	2 	0.01	1 	0.01	6 	0.03	15	0.01	6	6.43	0.26	0.26	
frontline_environment	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
frozen	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
fruit	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
fruits	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
frustrate	1 	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	8.52	0.99	1.00	
frustration	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
ftse	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	2	0.00	2	4.18	0.65	0.66	
fuel	3 	0.16	1 	0.00	13 	0.06	7 	0.03	14 	0.05	2 	0.01	0	0.00	40	0.03	6	34.98	0.37	0.38	
fuel-related	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
fuel_bills	0	0.00	0	0.00	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	3	0.00	1	9.78	0.80	0.82	
fuel_free	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
fuelled	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	7.05	0.68	0.69	
fuelling	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
fuels	0	0.00	1 	0.00	7 	0.03	0	0.00	1 	0.00	0	0.00	0	0.00	9	0.01	3	19.54	0.61	0.62	
fulfil	0	0.00	4 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00	1	15.14	0.85	0.86	
fulfilled	0	0.00	1 	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	3	4.10	0.49	0.50	
fulfilling	0	0.00	2 	0.01	1 	0.00	5 	0.02	6 	0.02	0	0.00	0	0.00	14	0.01	4	13.97	0.40	0.41	
fulfilment	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
full	0	0.00	12 	0.06	14 	0.06	17 	0.07	12 	0.05	8 	0.05	16 	0.08	79	0.06	6	4.77	0.08	0.08	
full-day	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
full-fibre	0	0.00	0	0.00	0	0.00	6 	0.02	0	0.00	1 	0.01	0	0.00	7	0.01	2	18.61	0.69	0.70	
full-time	0	0.00	2 	0.01	3 	0.01	3 	0.01	0	0.00	1 	0.01	0	0.00	9	0.01	4	8.86	0.38	0.39	
full_time	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
fuller	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
fullest	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
fullparticipation	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
fully	0	0.00	5 	0.02	11 	0.05	13 	0.05	10 	0.04	5 	0.03	13 	0.06	57	0.04	6	6.47	0.14	0.14	
function	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.56	0.68	0.69	
functioning	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	4.27	0.65	0.66	
functions	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	3.85	0.62	0.63	
fund	0	0.00	28 	0.14	18 	0.08	32 	0.13	23 	0.09	4 	0.02	10 	0.05	115	0.09	6	28.47	0.19	0.19	
fundamental	2 	0.11	3 	0.01	5 	0.02	1 	0.00	4 	0.02	1 	0.01	3 	0.01	19	0.01	7	9.00	0.21	0.21	
fundamentally	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	2 	0.01	4	0.00	3	6.58	0.53	0.54	
funded	1 	0.05	2 	0.01	3 	0.01	6 	0.02	7 	0.03	7 	0.04	0	0.00	26	0.02	6	14.72	0.29	0.29	
funder	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
funding	2 	0.11	34 	0.17	41 	0.18	46 	0.19	44 	0.17	24 	0.14	23 	0.11	214	0.16	7	6.26	0.07	0.07	
funding_arrangement	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
funding_programmes	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
fundingfor	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
fundingshould	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
funds	1 	0.05	5 	0.02	11 	0.05	9 	0.04	5 	0.02	0	0.00	3 	0.01	34	0.03	6	15.38	0.25	0.25	
funeral	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
funerals	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
fungicide	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
funnel	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
fur	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
further	2 	0.11	14 	0.07	20 	0.09	11 	0.04	16 	0.06	5 	0.03	15 	0.07	83	0.06	7	8.00	0.12	0.12	
further_afield	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.92	0.70	0.71	
further_education	0	0.00	1 	0.00	1 	0.00	2 	0.01	3 	0.01	1 	0.01	0	0.00	8	0.01	5	4.08	0.24	0.25	
further_education_college	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	5.16	0.72	0.73	
further_education_colleges	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.01	0	0.00	2	0.00	2	4.64	0.68	0.69	
furthermore	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
fusion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
futile	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
future	6 	0.32	30 	0.15	36 	0.16	31 	0.13	56 	0.21	24 	0.14	65 	0.31	248	0.19	7	26.63	0.14	0.15	
future-focused	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
future-proof	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
future_based	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
futures	0	0.00	2 	0.01	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	4	0.00	3	6.06	0.48	0.49	
g20	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.38	0.66	0.67	
g40	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
g7	0	0.00	1 	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	3	0.00	3	3.82	0.47	0.47	
gagging	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
gain	0	0.00	1 	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	2 	0.01	6	0.00	4	5.10	0.33	0.33	
gained	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
gainful	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
gains	0	0.00	1 	0.00	2 	0.01	0	0.00	2 	0.01	0	0.00	0	0.00	5	0.00	3	6.84	0.48	0.49	
galleries	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	3.85	0.62	0.63	
gallery	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.92	0.70	0.71	
gamble	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
gamblers	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
gambling	0	0.00	1 	0.00	0	0.00	6 	0.02	5 	0.02	0	0.00	6 	0.03	18	0.01	4	17.47	0.40	0.41	
gambling_addiction	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
gambling_companies	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
game	0	0.00	0	0.00	2 	0.01	3 	0.01	0	0.00	1 	0.01	0	0.00	6	0.00	3	9.20	0.52	0.53	
games	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.00	1 	0.01	2 	0.01	6	0.00	4	6.41	0.40	0.41	
gaming	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	2	0.00	2	4.18	0.65	0.66	
gangs	1 	0.05	1 	0.00	0	0.00	0	0.00	2 	0.01	1 	0.01	0	0.00	5	0.00	4	9.65	0.51	0.52	
gap	1 	0.05	3 	0.01	1 	0.00	6 	0.02	7 	0.03	3 	0.02	5 	0.02	26	0.02	7	5.95	0.18	0.18	
gap'	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
gaps	0	0.00	0	0.00	1 	0.00	0	0.00	4 	0.02	2 	0.01	0	0.00	7	0.01	3	11.50	0.54	0.54	
garden	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
gardeners	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
gardens	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
gas	0	0.00	2 	0.01	5 	0.02	1 	0.00	6 	0.02	0	0.00	8 	0.04	22	0.02	5	15.38	0.34	0.34	
gas_industries	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
gas_industry	0	0.00	2 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	4	0.00	3	6.31	0.51	0.51	
gas_sector	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
gases	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
gates	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
gather	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
gathered	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
gave	0	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	7.30	0.68	0.69	
gave_in	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
gay	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.09	0.83	0.84	
gb-wide	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
gcse	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
gcse.	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
gdp	1 	0.05	3 	0.01	0	0.00	2 	0.01	4 	0.02	4 	0.02	4 	0.02	18	0.01	6	9.60	0.24	0.25	
geared	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1 	0.00	2	0.00	2	5.07	0.72	0.73	
gender	0	0.00	0	0.00	11 	0.05	10 	0.04	21 	0.08	5 	0.03	5 	0.02	52	0.04	5	28.22	0.26	0.26	
gender-based	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
gender-neutral	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	6.52	0.80	0.82	
general	0	0.00	0	0.00	0	0.00	3 	0.01	4 	0.02	1 	0.01	0	0.00	8	0.01	3	11.70	0.49	0.50	
general_election	0	0.00	0	0.00	7 	0.03	0	0.00	2 	0.01	5 	0.03	1 	0.00	15	0.01	4	20.64	0.50	0.51	
general_elections	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	6.52	0.80	0.82	
general_practice	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	11.36	0.85	0.86	
generally	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	3.85	0.62	0.63	
generate	0	0.00	3 	0.01	4 	0.02	0	0.00	1 	0.00	1 	0.01	0	0.00	9	0.01	4	11.07	0.46	0.46	
generated	0	0.00	1 	0.00	6 	0.03	0	0.00	4 	0.02	0	0.00	0	0.00	11	0.01	3	17.92	0.54	0.55	
generates	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	2	0.00	2	4.18	0.65	0.66	
generating	0	0.00	2 	0.01	0	0.00	0	0.00	2 	0.01	0	0.00	1 	0.00	5	0.00	3	7.23	0.50	0.50	
generation	0	0.00	5 	0.02	5 	0.02	7 	0.03	8 	0.03	5 	0.03	4 	0.02	34	0.03	6	1.90	0.08	0.08	
generation'	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
generations	0	0.00	2 	0.01	4 	0.02	4 	0.02	5 	0.02	0	0.00	3 	0.01	18	0.01	5	6.17	0.18	0.18	
generic	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	6.73	0.81	0.83	
generous	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.01	0	0.00	3	0.00	2	6.85	0.68	0.69	
genetic	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
genetically	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
genital	0	0.00	1 	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	3	0.00	3	4.00	0.48	0.49	
genius	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.57	0.85	0.86	
genocide	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
genomics	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
genuine	2 	0.11	1 	0.00	2 	0.01	1 	0.00	1 	0.00	0	0.00	0	0.00	7	0.01	5	12.84	0.39	0.39	
genuinely	0	0.00	0	0.00	2 	0.01	2 	0.01	2 	0.01	2 	0.01	0	0.00	8	0.01	4	6.46	0.32	0.33	
geographic	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	8.30	0.87	0.89	
geographical	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.00	3	0.00	2	8.18	0.72	0.73	
geography	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
geothermal	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	10.63	0.83	0.84	
gestation	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
get	0	0.00	42 	0.21	6 	0.03	7 	0.03	9 	0.03	2 	0.01	19 	0.09	85	0.06	6	73.27	0.41	0.42	
get_a_grip_on	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
get_back	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
get_back_on_their_feet	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
get_by	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
get_on	0	0.00	1 	0.00	0	0.00	1 	0.00	7 	0.03	0	0.00	2 	0.01	11	0.01	4	14.61	0.46	0.47	
get_rid	0	0.00	2 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	7.12	0.66	0.67	
